REG_ID,SEC_CUR_STAT,SEC_NAME,SEC_TITLE,Days,Time,Faculty,SeatsAvailableScheduledCapacity,CR_MIN,CR_MAX,Textbox8
90846,Active,ECN-338-01,Applied Game Theory,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Nandy, Abhinaba ",14 /20 ,4.00000,,RECORD COUNT 702
90847,Active,ECN-370-01,Seminar in Political Economy,TTH  ,2:00 PM  - 3:50 PM  ,"Ferguson, William D ",12 /12 ,4.00000,,RECORD COUNT 702
90848,Active,ECN-372-01,Sem Economic Development,MW  ,2:00 PM  - 3:50 PM  ,"McGavock, Tamara ",11 /12 ,4.00000,,RECORD COUNT 702
90849,Active,ECN-380-01,Seminar in Monetary Economics,MW  ,2:00 PM  - 3:50 PM  ,"Mao, Ruoyun ",12 /12 ,4.00000,,RECORD COUNT 702
91498,Active,ECN-395-01,ST Seminar Corporate Taxation,TTH  ,2:00 PM  - 3:50 PM  ,"Ohrn, Eric Carl ",11 /12 ,4.00000,,RECORD COUNT 702
90960,Active,EDU-101-01,Education Princ/Plural Society,MWF  ,3:00 PM  - 3:50 PM  ,"Jakubiak, Cora ",15 /25 ,4.00000,,RECORD COUNT 702
90961,Active,EDU-101-02,Education Princ/Plural Society,TTH  ,2:30 PM  - 3:50 PM  ,"Larson, Jonathan L ",10 /25 ,4.00000,,RECORD COUNT 702
90969,Active,EDU-115-01,How to Learn Physics,MWF  ,10:00 AM - 11:50 AM  ,"Hutchison, Paul ",12 /24 ,4.00000,,RECORD COUNT 702
90965,Active,EDU-215-01,Reading & Writing Youth Cult,MWF  ,1:00 PM  - 1:50 PM  ,"Jones, Stephanie ",6  /25 ,4.00000,,RECORD COUNT 702
90971,Active,EDU-217-01,Comparative & Int'l Education,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Larson, Jonathan L ",12 /20 ,4.00000,,RECORD COUNT 702
90967,Active,EDU-221-01,Educational Psychology,MWF  ,1:00 PM  - 2:20 PM  ,"Hutchison, Paul ",7  /15 ,4.00000,,RECORD COUNT 702
91878,Cancelled,EDU-295-01,ST: Curriculum Wars,TTH  ,2:30 PM  - 3:50 PM  ,"Swalwell, Katy ",30 /30 ,2.00000,,RECORD COUNT 702
91142,Active,EDU-301-01,Teaching & Tutoring Writing,TTH  ,2:30 PM  - 3:50 PM  ,"Turk, Martisha ",14 /15 ,4.00000,,RECORD COUNT 702
90963,Active,EDU-340-01,Res/Meth: Teaching Young Adult,MWF  ,8:30 AM  - 9:50 AM  ,"Jones, Stephanie ",15 /15 ,4.00000,,RECORD COUNT 702
90964,Active,EDU-341-01,Res/Meth: Learn Lang/Arts/Rdg,W  ,2:00 PM  - 3:50 PM  ,"Jones, Stephanie ",10 /10 ,2.00000,,RECORD COUNT 702
90962,Active,EDU-342-01,Res/Meth: Lrnng World Languges,AR  ,,"Jakubiak, Cora ",10 /10 ,2.00000,,RECORD COUNT 702
90972,Active,EDU-343-01,Res/Meth: Learn Social Studies,M  ,2:00 PM  - 3:50 PM  ,"Staff, - ",10 /10 ,2.00000,,RECORD COUNT 702
90968,Active,EDU-345-01,Res/Meth: Learning in Science,AR  ,,"Hutchison, Paul ",10 /10 ,2.00000,,RECORD COUNT 702
91891,Active,EDU-357-01,Feminist Educations,MW  ,8:30 AM  - 9:50 AM  ,"Beauboeuf, Tamara M ",1  /15 ,4.00000,,RECORD COUNT 702
91455,Cancelled,EDU-395-01,ST: Educating Women,MW  ,10:00 AM - 11:50 AM  ,"Beauboeuf, Tamara M ",20 /20 ,4.00000,,RECORD COUNT 702
91386,Cancelled,ENG-120-01,Literary Analysis,MWF  ,8:00 AM  - 8:50 AM  ,"Andrews, Stephen R ",20 /20 ,4.00000,,RECORD COUNT 702
91387,Active,ENG-120-01,Literary Analysis,MWF  ,1:00 PM  - 1:50 PM  ,"Lavan, Makeba N ",9  /20 ,4.00000,,RECORD COUNT 702
91388,Active,ENG-120-02,Literary Analysis,MWF  ,3:00 PM  - 3:50 PM  ,"Jacobson, Carolyn ",19 /20 ,4.00000,,RECORD COUNT 702
91399,Active,ENG-120-03,Literary Analysis,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Kapila, Shuchi ",18 /20 ,4.00000,,RECORD COUNT 702
91401,Active,ENG-121-01,Introduction to Shakespeare,MWF  ,9:00 AM  - 9:50 AM  ,"Likert, Nathaniel Philip ",20 /20 ,4.00000,,RECORD COUNT 702
91402,Active,ENG-121-02,Introduction to Shakespeare,MWF  ,1:00 PM  - 1:50 PM  ,"Likert, Nathaniel Philip ",19 /20 ,4.00000,,RECORD COUNT 702
90868,Active,ENG-204-01,The Craft of Argument,TTH  ,8:30 AM  - 9:50 AM  ,"Abdelkarim, Sherif M ",7  /15 ,4.00000,,RECORD COUNT 702
90869,Active,ENG-205-01,The Craft of Fiction,MW  ,10:00 AM - 11:20 AM  ,"Bakopoulos, Constantine ",-1 /15 ,4.00000,,RECORD COUNT 702
90870,Active,ENG-205-02,The Craft of Fiction,MWF  ,3:00 PM  - 3:50 PM  ,"Sanchez, Santiago Jose ",3  /15 ,4.00000,,RECORD COUNT 702
91389,Active,ENG-210-01,Studies in Genre,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Smith, Paula V ",16 /25 ,4.00000,,RECORD COUNT 702
90966,Active,ENG-215-01,Reading & Writing Youth Cult,MWF  ,1:00 PM  - 1:50 PM  ,"Jones, Stephanie ",6  /25 ,4.00000,,RECORD COUNT 702
91484,Active,ENG-223-01,Tradition of English Lit I,MWF  ,3:00 PM  - 3:50 PM  ,"Likert, Nathaniel Philip ",21 /25 ,4.00000,,RECORD COUNT 702
91390,Active,ENG-224-01,Tradition of English Lit II,MWF  ,11:00 AM - 11:50 AM  ,"Jacobson, Carolyn ",9  /25 ,4.00000,,RECORD COUNT 702
91392,Active,ENG-229-01,Tradition African Amer Lit,MW  ,2:30 PM  - 3:50 PM  ,"Lavan, Makeba N ",19 /25 ,4.00000,,RECORD COUNT 702
91393,Active,ENG-231-01,American Lit Traditions III,MW  ,10:00 AM - 11:20 AM  ,"Phan, Hai-Dang D ",18 /25 ,4.00000,,RECORD COUNT 702
91913,Active,ENG-295-01,ST: Miscegenation Nation,TTH  ,2:30 PM  - 3:50 PM  ,"Lavan, Makeba N ",21 /25 ,2.00000,,RECORD COUNT 702
91395,Active,ENG-325-01,Studies in Ethnic Am Lit,MW  ,1:00 PM  - 2:20 PM  ,"Phan, Hai-Dang D ",2  /15 ,4.00000,,RECORD COUNT 702
91394,Active,ENG-349-01,Medieval Literature,TTH  ,1:00 PM  - 2:20 PM  ,"Abdelkarim, Sherif M ",3  /15 ,4.00000,,RECORD COUNT 702
91396,Active,ENG-360-01,Seminar in Postcolonial Lit,TTH  ,2:00 PM  - 3:50 PM  ,"Kapila, Shuchi ",15 /15 ,4.00000,,RECORD COUNT 702
91397,Active,ENG-385-01,Writing Seminar: Fiction,M  ,7:00 PM  - 9:50 PM  ,"Bakopoulos, Constantine ",-1 /15 ,4.00000,,RECORD COUNT 702
90851,Active,ENV-120-01,Environ Challenge & Responses,TH  ,1:00 PM  - 1:50 PM  ,"Eckhart, Vincent M; Staff, -",-6 /10 ,1.00000,,RECORD COUNT 702
91483,Active,ENV-240-01,Environ Chemistry w/Lab,TTH F,8:30 AM  - 9:50 AM 1:00 PM  - 3:50 PM ,"Graham, Andrew M ",18 /24 ,4.00000,,RECORD COUNT 702
90850,Active,ENV-495-01,Senior Seminar,TTH  ,2:00 PM  - 3:50 PM  ,"Campbell, David G ",10 /15 ,4.00000,,RECORD COUNT 702
91565,Active,FMS-155-01,Introduction to Film Studies,TTH  ,8:00 AM  - 10:50 AM  ,"Perez, Nich ",6  /25 ,4.00000,,RECORD COUNT 702
91997,Active,FMS-195-01,ST: Intro to Sound Studies,MWF  ,8:00 AM  - 8:50 AM  ,"Sutaria, Sejal ",21 /25 ,4.00000,,RECORD COUNT 702
91568,Active,FMS-255-01,Fundamentals Video Production,TTH  ,1:00 PM  - 3:50 PM  ,"Perez, Nich ",9  /15 ,4.00000,,RECORD COUNT 702
91873,Active,FMS-395-01,ST: Documentary,MW  ,1:00 PM  - 3:50 PM  ,"Perez, Nich ",9  /10 ,4.00000,,RECORD COUNT 702
91999,Active,FMS-395-02,"ST: Culture, Media, & Soc Jus",MW  ,10:00 AM - 11:50 AM  ,"Sutaria, Sejal ",14 /15 ,4.00000,,RECORD COUNT 702
91992,Active,FMS-395P-01,ST: Documentary,AR  ,,"Perez, Nich ",5  /5  ,2.00000,,RECORD COUNT 702
91020,Active,FRN-102-01,Introduction to French II,MTWF  ,9:00 AM  - 9:50 AM  ,"Galbraith, Hadley ",24 /24 ,5.00000,,RECORD COUNT 702
91021,Active,FRN-102-02,Introduction to French II,MTWF  ,11:00 AM - 11:50 AM  ,"Ozalakus, Nurseren ",24 /24 ,5.00000,,RECORD COUNT 702
91023,Active,FRN-201-01,French Cnvrstn Thru Media,TTH  ,1:00 PM  - 1:50 PM  ,"Ozalakus, Nurseren ",9  /10 ,1.00000,,RECORD COUNT 702
91024,Active,FRN-221-01,Intermediate French I,MWF  ,9:00 AM  - 9:50 AM  ,"Harrison, David ",15 /15 ,4.00000,,RECORD COUNT 702
91025,Active,FRN-222-01,Intermediate French II,MWF  ,10:00 AM - 10:50 AM  ,"Galbraith, Hadley ",14 /15 ,4.00000,,RECORD COUNT 702
91026,Active,FRN-222-02,Intermediate French II,MWF  ,2:00 PM  - 2:50 PM  ,"Harrison, David ",14 /15 ,4.00000,,RECORD COUNT 702
91027,Active,FRN-302-01,Phonetics & Adv Oral Expr,MWF  ,1:00 PM  - 1:50 PM  ,"Moisan, Philippe J ",14 /15 ,2.00000,,RECORD COUNT 702
91028,Active,FRN-305-01,Contmp Francophone Culture,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Tricoire, Marion ",15 /15 ,4.00000,,RECORD COUNT 702
91029,Active,FRN-312-01,Frn Lit Frm Knights/Libertines,MWF  ,11:00 AM - 11:50 AM  ,"Harrison, David ",14 /15 ,4.00000,,RECORD COUNT 702
91030,Active,FRN-350-01,Adv Tpcs: Masc/Fem Frn Lit/Flm,MW  ,2:00 PM  - 3:50 PM  ,"Moisan, Philippe J ",9  /12 ,4.00000,,RECORD COUNT 702
91449,Active,FRN-395-01,ST: Fiction Francophone,TTH  ,2:00 PM  - 3:50 PM  ,"Tricoire, Marion ",8  /12 ,4.00000,,RECORD COUNT 702
91952,Active,FYE-100-01,FYE: Connections,M  ,8:30 AM  - 9:50 AM  ,"Staff, - ",25 /25 ,0.50000,,RECORD COUNT 702
91957,Active,FYE-100-02,FYE: Connections,T  ,8:30 AM  - 9:50 AM  ,"Staff, - ",11 /25 ,0.50000,,RECORD COUNT 702
91958,Active,FYE-100-03,FYE: Connections,T  ,8:30 AM  - 9:50 AM  ,"Staff, - ",21 /25 ,0.50000,,RECORD COUNT 702
91959,Active,FYE-100-04,FYE: Connections,T  ,8:30 AM  - 9:50 AM  ,"Staff, - ",19 /25 ,0.50000,,RECORD COUNT 702
91968,Active,FYE-100-05,FYE: Connections,T  ,8:30 AM  - 9:50 AM  ,"Staff, - ",21 /25 ,0.50000,,RECORD COUNT 702
91953,Active,FYE-100-06,FYE: Connections,W  ,8:30 AM  - 9:50 AM  ,"Staff, - ",24 /25 ,0.50000,,RECORD COUNT 702
91961,Active,FYE-100-07,FYE: Connections,TH  ,8:30 AM  - 9:50 AM  ,"Staff, - ",18 /25 ,0.50000,,RECORD COUNT 702
91962,Active,FYE-100-08,FYE: Connections,TH  ,8:30 AM  - 9:50 AM  ,"Staff, - ",25 /25 ,0.50000,,RECORD COUNT 702
91960,Active,FYE-100-09,FYE: Connections,TH  ,8:30 AM  - 9:50 AM  ,"Staff, - ",25 /25 ,0.50000,,RECORD COUNT 702
91969,Active,FYE-100-10,FYE: Connections,TH  ,8:30 AM  - 9:50 AM  ,"Staff, - ",25 /25 ,0.50000,,RECORD COUNT 702
91963,Active,FYE-100-11,FYE: Connections,F  ,8:30 AM  - 9:50 AM  ,"Staff, - ",25 /25 ,0.50000,,RECORD COUNT 702
91954,Active,FYE-100-12,FYE: Connections,F  ,8:30 AM  - 9:50 AM  ,"Staff, - ",24 /25 ,0.50000,,RECORD COUNT 702
91964,Active,FYE-100-13,FYE: Connections,T  ,1:00 PM  - 2:20 PM  ,"Staff, - ",1  /25 ,0.50000,,RECORD COUNT 702
91970,Active,FYE-100-14,FYE: Connections,TH  ,1:00 PM  - 2:20 PM  ,"Staff, - ",15 /25 ,0.50000,,RECORD COUNT 702
91965,Active,FYE-100-15,FYE: Connections,T  ,2:30 PM  - 3:50 PM  ,"Staff, - ",21 /25 ,0.50000,,RECORD COUNT 702
91966,Active,FYE-100-16,FYE: Connections,T  ,2:30 PM  - 3:50 PM  ,"Staff, - ",23 /25 ,0.50000,,RECORD COUNT 702
91967,Active,FYE-100-17,FYE: Connections,T  ,2:30 PM  - 3:50 PM  ,"Staff, - ",23 /25 ,0.50000,,RECORD COUNT 702
91971,Active,FYE-100-18,FYE: Connections,TH  ,2:30 PM  - 3:50 PM  ,"Staff, - ",24 /25 ,0.50000,,RECORD COUNT 702
91972,Active,FYE-100-19,FYE: Connections,TH  ,2:30 PM  - 3:50 PM  ,"Staff, - ",25 /25 ,0.50000,,RECORD COUNT 702
91973,Active,FYE-100-20,FYE: Connections,TH  ,2:30 PM  - 3:50 PM  ,"Staff, - ",24 /25 ,0.50000,,RECORD COUNT 702
91974,Active,FYE-100-21,FYE: Connections,M  ,7:00 PM  - 8:20 PM  ,"Staff, - ",13 /25 ,0.50000,,RECORD COUNT 702
91975,Active,FYE-100-22,FYE: Connections,M  ,7:00 PM  - 8:20 PM  ,"Staff, - ",23 /25 ,0.50000,,RECORD COUNT 702
91976,Active,FYE-100-23,FYE: Connections,M  ,7:00 PM  - 8:20 PM  ,"Staff, - ",22 /25 ,0.50000,,RECORD COUNT 702
91977,Active,FYE-100-24,FYE: Connections,M  ,7:00 PM  - 8:20 PM  ,"Staff, - ",23 /25 ,0.50000,,RECORD COUNT 702
91978,Active,FYE-100-25,FYE: Connections,M  ,7:00 PM  - 8:20 PM  ,"Staff, - ",1  /25 ,0.50000,,RECORD COUNT 702
90821,Active,GDS-111-01,Intro to Global Dev Studies,MWF  ,10:00 AM - 10:50 AM  ,"Roper, Jackson Montgomery ",17 /25 ,4.00000,,RECORD COUNT 702
91895,Active,GLS-195-01,ST: Russ Fairy Tale/Chldrn Lt,MWF  ,9:00 AM  - 9:50 AM  ,"Herold, Kelly ",19 /25 ,4.00000,,RECORD COUNT 702
91286,Active,GLS-251-01,Children's & Young Adult Lit,MWF  ,2:00 PM  - 2:50 PM  ,"Greene, Raquel G ",22 /25 ,4.00000,,RECORD COUNT 702
91384,Active,GLS-259-01,Criminals Outcasts Grm Cult,MWF  ,3:00 PM  - 3:50 PM  ,"Reynolds, Daniel P ",29 /30 ,4.00000,,RECORD COUNT 702
91078,Cancelled,GLS-261-01,History of Russian Film,MW  ,2:00 PM  - 3:50 PM  ,"Armstrong, Todd Patrick ",25 /25 ,4.00000,,RECORD COUNT 702
91925,Active,GLS-277-01,Modern China Thrgh Lit & Film,TTH  ,1:00 PM  - 2:20 PM  ,"Yang, Dong ",20 /25 ,4.00000,,RECORD COUNT 702
91510,Active,GLS-291-01,Prspctv 20C Cntrl & E Euro Lit,MWF  ,2:00 PM  - 2:50 PM  ,"Armstrong, Todd Patrick ",22 /25 ,4.00000,,RECORD COUNT 702
91937,Active,GLS-295-01,ST: Arabic Tales and Falsafa,TTH  ,1:00 PM  - 2:20 PM  ,"Abdelfattah, Heba Arafa ",25 /25 ,4.00000,,RECORD COUNT 702
91710,Active,GLS-349-01,Medieval Literature,TTH  ,1:00 PM  - 2:20 PM  ,"Abdelkarim, Sherif M ",3  /15 ,4.00000,,RECORD COUNT 702
91405,Active,GLS-350-01,Theatre Methods: Dramaturgy,MW  ,2:00 PM  - 3:50 PM  ,"Miller, Kristina K ",19 /20 ,4.00000,,RECORD COUNT 702
90956,Active,GRE-222-01,Intermediate Greek,MTWTHF  ,10:00 AM - 10:50 AM  ,"Loehr, Regina M ",14 /15 ,5.00000,,RECORD COUNT 702
90957,Active,GRE-305-01,Greek Poetry,MW  ,2:00 PM  - 3:50 PM  ,"Cummins, Monessa F ",15 /15 ,4.00000,,RECORD COUNT 702
90978,Active,GRM-102-01,Introductory German II,MWF  ,10:00 AM - 10:50 AM  ,"Poetzl, Victoria ",19 /20 ,4.00000,,RECORD COUNT 702
90979,Active,GRM-102-02,Introductory German II,MWF  ,1:00 PM  - 1:50 PM  ,"Sun, Xiaoxue ",20 /20 ,4.00000,,RECORD COUNT 702
90980,Active,GRM-102L-01,Continuing German Lab,TH  ,10:00 AM - 10:50 AM  ,"Staff, - ",10 /10 ,0.00000,,RECORD COUNT 702
90981,Active,GRM-102L-02,Continuing German Lab,TH  ,1:00 PM  - 1:50 PM  ,"Staff, - ",10 /10 ,0.00000,,RECORD COUNT 702
90982,Active,GRM-102L-03,Continuing German Lab,F  ,1:00 PM  - 1:50 PM  ,"Staff, - ",10 /10 ,0.00000,,RECORD COUNT 702
90983,Active,GRM-102L-04,Continuing German Lab,F  ,3:00 PM  - 3:50 PM  ,"Staff, - ",9  /10 ,0.00000,,RECORD COUNT 702
90984,Active,GRM-222-01,Intermediate German II,MWF  ,11:00 AM - 11:50 AM  ,"Poetzl, Victoria ",19 /20 ,4.00000,,RECORD COUNT 702
